55.33333,68.0048
68.00001,20.6971
95.33329,47.2356
74.00003,11.0817
75.99995,38.0048
108.59992,56.4663
72.66662,8.774
94.99997,19.5433
98.799948,50.3125
68.00001,8.3894
103.933258,57.2356
55.00001,76.851
52.99996,31.851
118.399892,51.0817
63.66672,19.5433
64.00004,27.6202
76.66672,59.1587
43.66661,81.0817
42.99997,76.0817
70.6667,62.2356
74.33335,27.6202
52,96.851
98.799948,58.774
42.66665,59.1587
90.33336,47.2356
52,80.6971
67.33337,36.4663
74.99999,38.3894
106.733328,47.6202
74.66667,44.9279
74.00003,26.4663
79.33328,37.6202
68.00001,36.851
44.6667,21.0817
46.99994,8.774
69.66661,21.0817
80.00005,41.0817
44.33338,84.9279
55.33333,68.3894
73.66671,23.0048
93.00005,59.5433
42.00001,63.3894
51.33336,16.0817
91.99996,15.3125
86.66671,19.5433
42.99997,72.6202
51.00004,79.9279
92.33328,14.1587
55.00001,82.6202
104.866554,57.6202
70.00006,8.774
64.33336,12.6202
55.00001,69.5433
77.00004,37.6202
55.00001,86.0817
74.99999,24.9279
66.66673,9.9279
63.33327,27.2356
85.3333,23.3894
91.99996,31.851
90.66668,38.0048
94.99997,23.3894
48.66667,93.774
87.33335,60.3125
42.99997,74.5433
117.933244,53.774
91.99996,47.2356
57.6667,26.0817
54.33337,91.4663
90.33336,37.6202
68.00001,8.774
43.66661,44.9279
46.99994,77.2356
55.00001,42.2356
85.66662,47.2356
57.6667,38.3894
74.00003,25.6971
100.199892,54.9279
65,11.851
75.33331,12.6202
48.00003,23.0048
57.33338,34.9279
80.66669,38.0048
91.66664,34.5433
45.33334,51.4663
46.66662,9.1587
53.66673,32.2356
45.00002,83.3894
66.33328,8.774
99.733244,51.4663
42.66665,69.9279
54.33337,89.1587
45.66666,88.774
88.66663,43.3894
60.66671,21.4663
51.66668,41.851
50.33327,19.5433
73.33339,19.9279
75,60.5
67.33337,34.9279
59.99994,26.0817
66.66673,20.6971
43.66661,76.0817
74.99999,16.4663
50.66672,33.774
87.66667,16.4663
49.33331,37.6202
78.99996,39.9279
54.00005,32.2356
67.66669,20.6971
43.33329,58.0048
42.33333,62.2356
77.00004,37.2356
92.33328,13.774
55.33333,67.6202
90.33336,41.851
55.66665,33.0048
46.66662,91.4663
